1.117587352020900510e-01,-2.207731721043541817e-01,2.107418827668539885e-01,-5.459159409069438279e-02,-4.690062563835184321e-03
-1.627065059665698185e-02,-2.414523301524790916e-02,2.200461619040766474e-03,3.371060051434362353e-03,1.258620401043973949e-02
8.593813907108074912e-02,1.008143810432225312e-01,-4.679138481505761699e-02,-2.508517510579665877e-01,-5.638039916064262885e-02
2.017171901010231250e-01,1.164534326222600863e-01,1.453835385500304722e-01,4.608623619119771309e-02,5.751939863719603835e-03
4.149795192450785736e-02,9.737887374673204546e-03,2.905902503985597143e-02,-3.454385025168484058e-02,1.406626219843182517e-03
5.522364503922281426e-02,2.637511473454103375e-02,3.515997982165795094e-02,-1.644051644537806653e-02,2.276078768162079907e-02
1.605287824068231395e-02,6.063502669488260747e-04,-1.457748838611180528e-02,-1.337693400984121261e-01,-3.420870140290990964e-03
8.510181037101648138e-02,4.053547306371740183e-02,-1.796730569431092411e-02,-1.714405084874516538e-01,-5.389266994728737076e-03
7.216327866953541059e-02,3.910267966249932753e-02,-8.058574017199079953e-02,-3.866205488792720524e-01,1.038741462069295816e-02
1.516185242421678667e-02,-1.319110923829649139e-02,1.462114924005262530e-02,-5.248122948371761187e-02,5.968808072075708175e-03
-1.607518861959045600e-02,-3.233141058509182014e-02,-8.758784407452809700e-03,-7.336942060182294334e-02,-2.443428999260253195e-03
1.641881933050632070e-01,1.855971847534865216e-01,1.059838863340933079e-01,1.795642967684948355e-01,-1.439256827231741656e-02
1.696640692518709137e-01,1.913546777850777814e-01,1.085576324751559296e-01,1.771565041140926444e-01,-1.511609291764151770e-02
1.717245129682353211e-01,1.937538027902437621e-01,1.116233877070045427e-01,1.750739690029308182e-01,-1.095002228603168988e-02
1.726206867194958194e-01,1.906608003476901181e-01,1.161515628303515790e-01,1.749198222279809700e-01,-1.094132912915419045e-02
1.680693545666736843e-01,1.751685054921057749e-01,1.137755617976302369e-01,1.646683189316376361e-01,-1.351547073756025584e-02
2.453363077656159075e-01,-4.255282376247582904e-02,-1.201771918211797831e-02,-4.744242136267268206e-02,1.594165322424343292e-02
2.253982268338471928e-01,-4.315683574347997653e-02,-3.824670400460540576e-02,-1.240627849857321163e-01,3.687734439554576915e-02
2.136501848186722063e-01,-6.725213145499589484e-02,-5.095495958955805621e-02,-1.544266392433848167e-01,2.865485319498967814e-02
1.914143214231592560e-01,-1.060498920514103965e-01,-5.496944836364099640e-02,-2.195889163675738831e-01,2.467548296691589663e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.538826892224703273e-03,5.317352831586970308e-03,6.616425413229306239e-03,9.574451699398932314e-03,4.278624593777102247e-01
5.051173906647736869e-03,3.104210395928021747e-03,5.907734218763874626e-03,1.324182841552408972e-02,4.358743874323628975e-01
8.020113555657286397e-03,7.743788504226152732e-03,2.949451792401571078e-03,3.933440873506864784e-03,4.294788401207606521e-01
1.853704650267045118e-01,-1.308280651037056208e-01,-2.214850134866794273e-01,1.075460797964165466e-01,-6.553095255290873611e-03
1.852120091207253572e-01,-1.262983457144199462e-01,-2.274179290540550569e-01,8.645063741292750847e-02,-6.509041097151660980e-03
1.844172060724979245e-01,-1.382834538355047493e-01,-2.157924768297305729e-01,6.066973461186066924e-02,-2.517860170581107636e-03
1.840388158088422377e-01,-1.462622093358135200e-01,-2.054948815674076945e-01,5.470012279931655425e-02,-6.084024474129863351e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.690298276590978283e-03,-3.109302769573250597e-03,7.433722482083814954e-03,1.571728690317372376e-02,-3.699304921852947237e-01
-2.468835726189377248e-03,-5.077105555041378469e-03,1.949728251678312053e-03,4.326298579637807167e-04,-3.695489850112116392e-01
-1.485762937110561956e-03,7.828376698259396005e-04,-5.496473918261810324e-03,-1.039049736164954305e-03,-3.765487859585207042e-01
1.637041077000198908e-01,-1.174359380880315024e-01,-2.432924504554326295e-01,1.610285067483084864e-01,-8.414791877213837618e-03
1.647155166491736933e-01,-1.165391957948227614e-01,-2.488888384860326319e-01,1.540417168064873166e-01,-7.994913965429943647e-03
1.664178994069479556e-01,-1.216937781101846971e-01,-2.447822770235844325e-01,1.486343272684705896e-01,-7.618351166496202878e-03
1.667867384715183421e-01,-1.255477553829213166e-01,-2.404848318841999177e-01,1.416294109042562366e-01,-7.601816820013988091e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.059029133885622167e-03,-3.190098613844961125e-03,7.309334278152126128e-03,1.086069004272754643e-02,-4.790518707994076419e-02
-2.383660405981188890e-03,-9.082572720834930502e-03,2.702720359876191383e-03,-1.380317226860073090e-02,-5.625102817787736020e-02
-1.243690764923381200e-05,3.396125590470804034e-03,-4.993835699834943756e-03,-3.166775197447804346e-03,-4.729285131207574405e-02
7.677591334821749769e-02,-8.345264239743367674e-02,3.589686561439478160e-03,1.670598097160490986e-02,-6.207231844068621975e-03
1.147085108114581035e-03,-1.951632460355411935e-01,1.286610448537585938e-01,-5.050509142447760086e-03,-1.380509806975410703e-02
-2.452822306900902249e-02,-2.545773162739893292e-01,1.319213994070687901e-01,9.726815240817263467e-03,-1.168822475346388209e-02
-9.963491972234120309e-02,2.220716876204811008e-01,-2.132029226746529893e-01,4.620721818634310196e-02,2.936040555125938277e-03
1.771944188057672509e-01,-1.258934825828326720e-01,2.307667170030939796e-01,1.554114498737213697e-02,-2.750824840973374510e-03
-2.096332638382853719e-01,-1.448000811837280577e-01,-1.275098872423526264e-01,-2.755721773754692128e-02,2.278232282102471765e-02
-1.510331080595213402e-03,-7.363567209845586770e-03,3.074841510160105165e-03,-9.938877381251707763e-03,-2.747629368692939417e-02
-4.976492272323707750e-02,2.482738040374676269e-01,-1.926692083933672639e-01,3.709542396042513762e-02,4.002493973064323758e-03
-1.009765311883979305e-01,2.167686937177740192e-01,-2.085885200565971986e-01,5.040924456301477258e-02,1.428254388861895270e-03
9.087142110246899940e-02,1.411860060433253912e-02,-1.344029221353081616e-01,-2.067283606439444810e-01,-4.233119383352045885e-03
-9.974097190993613804e-02,-1.093555133198007845e-01,-5.256885014702192792e-03,8.469804340724319813e-02,-4.398082763393878353e-02
1.739807227778854271e-01,1.901838315984272221e-01,-1.548843562155026443e-02,-1.931459025380173333e-01,-5.967188026509656455e-03
-1.732080415252649497e-01,-1.901715727256828303e-01,4.523948984538181308e-04,1.295647475161425810e-01,-1.231033515554157652e-02
1.827402475253139258e-01,-1.165017177917928026e-01,2.314042774642603717e-01,1.420340397578945084e-02,-8.394126426621166580e-04
5.488682769866698452e-02,-2.268574860289478967e-01,2.086248931349778957e-01,2.796910901426335333e-02,-1.046137497683365288e-02
1.076462772650076949e-01,9.745260839676619935e-02,-7.745953391541623989e-02,-3.648874557908520222e-01,-3.730620664202635717e-02
1.859796085487752659e-02,9.300828219932093244e-02,-1.096597768852572256e-02,1.332930109567170285e-01,-4.220604556582333369e-03
5.944371057791707907e-02,8.796405014215703810e-02,-2.017598650016012851e-02,-2.097365310579174802e-01,-6.272485519901412065e-02
-1.424479906983623367e-01,-5.978230364394269969e-02,-1.332858933183788397e-01,-8.343137509563963716e-02,2.415907276387001604e-02
1.351721130104808488e-01,-1.988937922044933526e-01,2.203927895964192529e-01,-4.369950701944038535e-02,-2.399492411981460696e-03
1.459204586270736459e-01,1.138267606222629624e-01,4.483684913379490378e-02,-7.142401730239687774e-02,5.989211951335896705e-03
5.717370798154983169e-02,1.255680115725579249e-01,1.845195091411726621e-02,2.063977266044756398e-01,-2.573643454013078632e-02
1.417994697542265259e-01,1.737441109997167887e-01,4.396412648130937351e-02,1.896860426884702105e-02,2.543575425138718676e-02
1.431817717957510894e-01,1.130771173393680107e-01,5.355372967020453900e-02,-3.396826022861632738e-02,3.105860181138053559e-03
